variant,suite,workload,parameter,implementation,metric,value,units
stock,gpusorting,radix_sort_onesweep_safe,1Gi,seguru,throughput,11.492152,Gkeys/s
stock,gpusorting,radix_sort_onesweep_safe,1Gi,cuda,time,52.942749,ms
stock,gpusorting,radix_sort_onesweep_safe,1Gi,cuda_upstream_tuning,time,54.424122,ms
nobc,gpusorting,onesweep_digit_binning,4Mi,seguru,time,0.076729,ms
nobc,gpusorting,onesweep_digit_binning,4Mi,cuda,time,0.065112,ms
nobc,gpusorting,radix_upsweep,4Mi,seguru,time,0.019634,ms
nobc,gpusorting,radix_upsweep,4Mi,cuda,time,0.028414,ms
nobc,gpusorting,radix_scan,4Mi,seguru,time,0.007803,ms
nobc,gpusorting,radix_scan,4Mi,cuda,time,0.008777,ms
nobc,gpusorting,radix_downsweep,4Mi,seguru,time,0.060188,ms
nobc,gpusorting,radix_downsweep,4Mi,cuda,time,0.050685,ms
nobc,gpusorting,onesweep_global_histogram,4Mi,seguru,time,0.020455,ms
nobc,gpusorting,onesweep_global_histogram,4Mi,cuda,time,0.023538,ms
nobc,gpusorting,onesweep_scan,4Mi,seguru,time,0.003094,ms
nobc,gpusorting,onesweep_scan,4Mi,cuda,time,0.003223,ms
nobc,gpusorting,radix_sort_reduce_then_scan,4Mi,seguru,time,0.397112,ms
nobc,gpusorting,radix_sort_reduce_then_scan,4Mi,seguru,throughput,10.562031,Gkeys/s
nobc,gpusorting,radix_sort_reduce_then_scan,4Mi,cuda,time,0.325632,ms
nobc,gpusorting,radix_sort_reduce_then_scan,4Mi,cuda_upstream_tuning,time,0.331960,ms
nobc,gpusorting,radix_sort_reduce_then_scan,4Mi,cub,time,0.230359,ms
nobc,gpusorting,radix_sort_reduce_then_scan,4Mi,thrust,time,0.483205,ms
nobc,gpusorting,radix_sort_reduce_then_scan,4Mi,cpu,time,75.604958,ms
nobc,gpusorting,radix_sort_onesweep,4Mi,seguru,time,0.301372,ms
nobc,gpusorting,radix_sort_onesweep,4Mi,seguru,throughput,13.917344,Gkeys/s
nobc,gpusorting,radix_sort_onesweep,4Mi,cuda,time,0.254546,ms
nobc,gpusorting,radix_sort_onesweep,4Mi,cuda_upstream_tuning,time,0.371876,ms
nobc,gpusorting,onesweep_digit_binning,64Mi,seguru,time,1.004340,ms
nobc,gpusorting,onesweep_digit_binning,64Mi,cuda,time,0.805658,ms
nobc,gpusorting,radix_upsweep,64Mi,seguru,time,0.243374,ms
nobc,gpusorting,radix_upsweep,64Mi,cuda,time,0.314099,ms
nobc,gpusorting,radix_scan,64Mi,seguru,time,0.083676,ms
nobc,gpusorting,radix_scan,64Mi,cuda,time,0.090187,ms
nobc,gpusorting,radix_downsweep,64Mi,seguru,time,0.837193,ms
nobc,gpusorting,radix_downsweep,64Mi,cuda,time,0.682292,ms
nobc,gpusorting,onesweep_global_histogram,64Mi,seguru,time,0.250897,ms
nobc,gpusorting,onesweep_global_histogram,64Mi,cuda,time,0.259188,ms
nobc,gpusorting,onesweep_scan,64Mi,seguru,time,0.003302,ms
nobc,gpusorting,onesweep_scan,64Mi,cuda,time,0.003478,ms
nobc,gpusorting,radix_sort_reduce_then_scan,64Mi,seguru,time,4.919654,ms
nobc,gpusorting,radix_sort_reduce_then_scan,64Mi,seguru,throughput,13.640971,Gkeys/s
nobc,gpusorting,radix_sort_reduce_then_scan,64Mi,cuda,time,4.351795,ms
nobc,gpusorting,radix_sort_reduce_then_scan,64Mi,cuda_upstream_tuning,time,4.244173,ms
nobc,gpusorting,radix_sort_reduce_then_scan,64Mi,cub,time,2.240051,ms
nobc,gpusorting,radix_sort_reduce_then_scan,64Mi,thrust,time,2.803456,ms
nobc,gpusorting,radix_sort_onesweep,64Mi,seguru,time,4.220962,ms
nobc,gpusorting,radix_sort_onesweep,64Mi,seguru,throughput,15.898952,Gkeys/s
nobc,gpusorting,radix_sort_onesweep,64Mi,cuda,time,3.397018,ms
nobc,gpusorting,radix_sort_onesweep,64Mi,cuda_upstream_tuning,time,3.693465,ms
nobc,gpusorting,onesweep_digit_binning,1Gi,seguru,time,16.062313,ms
nobc,gpusorting,onesweep_digit_binning,1Gi,cuda,time,12.631215,ms
nobc,gpusorting,radix_upsweep,1Gi,seguru,time,3.865729,ms
nobc,gpusorting,radix_upsweep,1Gi,cuda,time,4.691871,ms
nobc,gpusorting,radix_scan,1Gi,seguru,time,1.974057,ms
nobc,gpusorting,radix_scan,1Gi,cuda,time,2.083930,ms
nobc,gpusorting,radix_downsweep,1Gi,seguru,time,13.419388,ms
nobc,gpusorting,radix_downsweep,1Gi,cuda,time,11.067373,ms
nobc,gpusorting,onesweep_global_histogram,1Gi,seguru,time,3.854577,ms
nobc,gpusorting,onesweep_global_histogram,1Gi,cuda,time,3.893879,ms
nobc,gpusorting,onesweep_scan,1Gi,seguru,time,0.003327,ms
nobc,gpusorting,onesweep_scan,1Gi,cuda,time,0.003583,ms
nobc,gpusorting,radix_sort_reduce_then_scan,1Gi,seguru,time,76.590792,ms
nobc,gpusorting,radix_sort_reduce_then_scan,1Gi,seguru,throughput,14.019203,Gkeys/s
nobc,gpusorting,radix_sort_reduce_then_scan,1Gi,cuda,time,68.172287,ms
nobc,gpusorting,radix_sort_reduce_then_scan,1Gi,cuda_upstream_tuning,time,63.963135,ms
nobc,gpusorting,radix_sort_reduce_then_scan,1Gi,cub,time,35.527630,ms
nobc,gpusorting,radix_sort_reduce_then_scan,1Gi,thrust,time,51.774925,ms
nobc,gpusorting,radix_sort_onesweep,1Gi,seguru,time,65.944886,ms
nobc,gpusorting,radix_sort_onesweep,1Gi,seguru,throughput,16.282412,Gkeys/s
nobc,gpusorting,radix_sort_onesweep,1Gi,cuda,time,52.752739,ms
nobc,gpusorting,radix_sort_onesweep,1Gi,cuda_upstream_tuning,time,54.422779,ms
nobc,gpusorting,onesweep_digit_binning_safe,4Mi,seguru,time,0.102173,ms
nobc,gpusorting,onesweep_digit_binning_safe,4Mi,cuda,time,0.064943,ms
nobc,gpusorting,radix_sort_onesweep_safe,4Mi,seguru,time,0.390108,ms
nobc,gpusorting,radix_sort_onesweep_safe,4Mi,seguru,throughput,10.751637,Gkeys/s
nobc,gpusorting,radix_sort_onesweep_safe,4Mi,cuda,time,0.254423,ms
nobc,gpusorting,radix_sort_onesweep_safe,4Mi,cuda_upstream_tuning,time,0.370156,ms
nobc,gpusorting,onesweep_digit_binning_safe,64Mi,seguru,time,1.425495,ms
nobc,gpusorting,onesweep_digit_binning_safe,64Mi,cuda,time,0.805841,ms
nobc,gpusorting,radix_sort_onesweep_safe,64Mi,seguru,time,5.788193,ms
nobc,gpusorting,radix_sort_onesweep_safe,64Mi,seguru,throughput,11.594096,Gkeys/s
nobc,gpusorting,radix_sort_onesweep_safe,64Mi,cuda,time,3.395840,ms
nobc,gpusorting,radix_sort_onesweep_safe,64Mi,cuda_upstream_tuning,time,3.689523,ms
nobc,gpusorting,onesweep_digit_binning_safe,1Gi,seguru,time,22.587303,ms
nobc,gpusorting,onesweep_digit_binning_safe,1Gi,cuda,time,12.674705,ms
nobc,gpusorting,radix_sort_onesweep_safe,1Gi,seguru,time,90.716629,ms
nobc,gpusorting,radix_sort_onesweep_safe,1Gi,seguru,throughput,11.836218,Gkeys/s
nobc,gpusorting,radix_sort_onesweep_safe,1Gi,cuda,time,52.668365,ms
nobc,gpusorting,radix_sort_onesweep_safe,1Gi,cuda_upstream_tuning,time,54.430767,ms
